epoch,step,train_acc,train_loss
0,9,0.0,3.4215643405914307
0,19,0.0,3.3069679737091064
0,29,0.0,3.672853469848633
0,39,0.0,3.0508811473846436
0,49,0.0,3.4234113693237305
0,59,0.0,3.2614493370056152
0,69,0.0,3.410217761993408
